date,symbol,weight
2025-05-08,P,0.01949342568637869
2025-05-08,A,0.03789383303371521
2025-05-08,IC,0.015002482376291242
2025-05-08,IH,0.01848901973663569
2025-05-08,T,0.29538587502011654
2025-05-08,RB,0.035616033975396706
2025-05-08,OI,0.02065324149159571
2025-05-08,I,-0.009206857771907146
2025-05-08,LH,-0.022251247113025827
2025-05-08,V,-0.01286337250780996
2025-05-08,CF,-0.01789863114942528
2025-05-08,UR,-0.01018705187835622
2025-05-08,RM,-0.010801416110956504
2025-05-08,FU,-0.006172908247626898
2025-05-08,TS,-0.27411564027421004
2025-05-08,TF,-0.12897277548343344
2025-05-08,JM,-0.007530099463248686
2025-05-09,AU,0.05674900495899922
2025-05-09,AG,0.032664587741491974
2025-05-09,NI,0.041135954400863435
2025-05-09,P,0.04614659785687843
2025-05-09,A,0.09179839503333016
2025-05-09,IF,0.03152056195014369
2025-05-09,IC,0.030713257944847538
2025-05-09,IH,0.03738175759917576
2025-05-09,RB,0.08110293693575628
2025-05-09,OI,0.05078694557851351
2025-05-09,I,-0.009144329558391293
2025-05-09,LH,-0.02228634738488831
2025-05-09,V,-0.012771156021465667
2025-05-09,CF,-0.017746143608269926
2025-05-09,RM,-0.010715447645082345
2025-05-09,UR,-0.010102439536209698
2025-05-09,FU,-0.006086041133316916
2025-05-09,TS,-0.27537495127429745
2025-05-09,TF,-0.1282941292571419
2025-05-09,JM,-0.007479014580936598
2025-05-12,AU,0.05954991586116176
2025-05-12,AG,0.03294169519931297
2025-05-12,NI,0.04054720888939218
2025-05-12,P,0.04575944319708678
2025-05-12,A,0.09147738469470032
